hCoV-19/Wuhan/WIV06/2019|EPI ISL 402129|2019-12-30 : 0.187571
hCoV-19/Foshan/20SF210/2020|EPI ISL 406535|2020-01-22 : 0.188166
hCoV-19/Foshan/20SF211/2020|EPI ISL 406536|2020-01-22 : 0.188163
hCoV-19/Guangdong/20SF201/2020|EPI ISL 406538|2020-01-23 : 0.187963
hCoV-19/Shenzhen/SZTH-002/2020|EPI ISL 406593|2020-01-13 : 0.187357
hCoV-19/Shenzhen/SZTH-003/2020|EPI ISL 406594|2020-01-16 : 0.187101
hCoV-19/France/IDF0373/2020|EPI ISL 406597|2020-01-23 : 0.187219
hCoV-19/France/IDF0372/2020|EPI ISL 406596|2020-01-23 : 0.187490
hCoV-19/Germany/BavPat1/2020|EPI ISL 406862|2020-01-28 : 0.187248
hCoV-19/China/WHU01/2020|EPI ISL 406716|2020-01-02 : 0.187863
hCoV-19/China/WHU02/2020|EPI ISL 406717|2020-01-02 : 0.187863
hCoV-19/Wuhan/WH03/2020|EPI ISL 406800|2020-01-01 : 0.187546
hCoV-19/Wuhan/WH04/2020|EPI ISL 406801|2020-01-05 : 0.187372
hCoV-19/Hangzhou/HZ-1/2020|EPI ISL 406970|2020-01-20 : 0.187438
hCoV-19/Singapore/1/2020|EPI ISL 406973|2020-01-23 : 0.187365
hCoV-19/USA/WA1-A12/2020|EPI ISL 407214|2020-01-25 : 0.187752
hCoV-19/Hangzhou/HZCDC0001/2020|EPI ISL 407313|2020-01-19 : 0.187417
hCoV-19/Australia/NSW01/2020|EPI ISL 407893|2020-01-24 : 0.187320
hCoV-19/Belgium/GHB-03021/2020|EPI ISL 407976|2020-02-03 : 0.189294
hCoV-19/Singapore/3/2020|EPI ISL 407988|2020-02-01 : 0.187339
hCoV-19/Singapore/2/2020|EPI ISL 407987|2020-01-25 : 0.187520
hCoV-19/USA/CA5/2020|EPI ISL 408010|2020-01-29 : 0.187598
hCoV-19/USA/CA4/2020|EPI ISL 408009|2020-01-29 : 0.187991
hCoV-19/USA/CA3/2020|EPI ISL 408008|2020-01-29 : 0.188017
hCoV-19/France/IDF0515/2020|EPI ISL 408430|2020-01-29 : 0.187432
hCoV-19/Yunnan/IVDC-YN-003/2020|EPI ISL 408480|2020-01-17 : 0.189324
hCoV-19/Chongqing/IVDC-CQ-001/2020|EPI ISL 408481|2020-01-18: 0.189424
hCoV-19/Shandong/IVDC-SD-001/2020|EPI ISL 408482|2020-01-19 : 0.188958
hCoV-19/Sichuan/IVDC-SC-001/2020|EPI ISL 408484|2020-01-15 : 0.189165
hCoV-19/Jiangxi/IVDC-JX-002/2020|EPI ISL 408486|2020-01-11 : 0.189349
hCoV-19/Jiangsu/IVDC-JS-001/2020|EPI ISL 408488|2020-01-19 : 0.189178
hCoV-19/Taiwan/NTU01/2020|EPI ISL 408489|2020-01-31 : 0.186545
hCoV-19/Wuhan/IVDC-HB-envF13-20/2020|EPI ISL 408514|2020-01-: 0.187143
hCoV-19/Wuhan/IVDC-HB-envF13-21/2020|EPI ISL 408515|2020-01-: 0.187170
hCoV-19/Japan/TY-WK-012/2020|EPI ISL 408665|2020-01-29 : 0.187486
hCoV-19/Japan/TY-WK-501/2020|EPI ISL 408666|2020-01-31 : 0.187489
hCoV-19/Japan/TY-WK-521/2020|EPI ISL 408667|2020-01-31 : 0.187463
hCoV-19/Japan/KY-V-029/2020|EPI ISL 408669|2020-01-29 : 0.187454
hCoV-19/Wuhan/IPBCAMS-WH-02/2019|EPI ISL 403931|2019-12-30 : 0.187288
hCoV-19/Wuhan/IPBCAMS-WH-04/2019|EPI ISL 403929|2019-12-30 : 0.187493
hCoV-19/Wuhan/IPBCAMS-WH-05/2020|EPI ISL 403928|2020-01-01 : 0.187310
hCoV-19/Shenzhen/SZTH-004/2020|EPI ISL 406595|2020-01-16 : 0.186468
hCoV-19/Taiwan/2/2020|EPI ISL 406031|2020-01-23 : 0.187267
hCoV-19/Sydney/2/2020|EPI ISL 408976|2020-01-22 : 0.187326
hCoV-19/Sydney/3/2020|EPI ISL 408977|2020-01-25 : 0.187630
hCoV-19/USA/IL2/2020|EPI ISL 410045|2020-01-28 : 0.187329
hCoV-19/USA/MA1/2020|EPI ISL 409067|2020-01-29 : 0.187167
hCoV-19/Chongqing/YC01/2020|EPI ISL 408478|2020-01-21 : 0.187513
hCoV-19/Chongqing/ZX01/2020|EPI ISL 408479|2020-01-23 : 0.187722
hCoV-19/Nepal/61/2020|EPI ISL 410301|2020-01-13 : 0.187524
hCoV-19/Japan/OS-20-07-1/2020|EPI ISL 410532|2020-01-23 : 0.187610
hCoV-19/Japan/NA-20-05-1/2020|EPI ISL 410531|2020-01-25 : 0.187611
hCoV-19/Singapore/4/2020|EPI ISL 410535|2020-02-03 : 0.187057
hCoV-19/Singapore/6/2020|EPI ISL 410537|2020-02-09 : 0.187419
hCoV-19/Singapore/5/2020|EPI ISL 410536|2020-02-06 : 0.187286
hCoV-19/USA/WA1-F6/2020|EPI ISL 407215|2020-01-25 : 0.187779
hCoV-19/Australia/QLD03/2020|EPI ISL 410717|2020-02-05 : 0.187357
hCoV-19/Australia/QLD04/2020|EPI ISL 410718|2020-02-05 : 0.187341
hCoV-19/Singapore/7/2020|EPI ISL 410713|2020-01-27 : 0.187720
hCoV-19/Australia/QLD01/2020|EPI ISL 407894|2020-01-28 : 0.187201
hCoV-19/Australia/QLD02/2020|EPI ISL 407896|2020-01-30 : 0.187203
hCoV-19/Singapore/8/2020|EPI ISL 410714|2020-02-03 : 0.187258
hCoV-19/Singapore/9/2020|EPI ISL 410715|2020-02-04 : 0.187835
hCoV-19/Italy/INMI1-isl/2020|EPI ISL 410545|2020-01-29 : 0.189243
hCoV-19/Italy/INMI1-cs/2020|EPI ISL 410546|2020-01-31 : 0.187338
hCoV-19/France/IDF0372-isl/2020|EPI ISL 410720|2020-01-23 : 0.187445
hCoV-19/France/IDF0515-isl/2020|EPI ISL 410984|2020-01-29 : 0.189362
hCoV-19/Fujian/8/2020|EPI ISL 411060|2020-01-21 : 0.187603
hCoV-19/Fujian/13/2020|EPI ISL 411066|2020-01-22 : 0.187428
hCoV-19/France/IDF0571/2020|EPI ISL 411218|2020-02-02 : 0.187798
hCoV-19/France/IDF0386-islP1/2020|EPI ISL 411219|2020-01-28 : 0.187500
hCoV-19/France/IDF0386-islP3/2020|EPI ISL 411220|2020-01-28 : 0.187448
hCoV-19/Cambodia/0012/2020|EPI ISL 411902|2020-01-27 : 0.187597
hCoV-19/Taiwan/CGMH-CGU-01/2020|EPI ISL 411915|2020-01-25 : 0.187270
hCoV-19/Taiwan/3/2020|EPI ISL 411926|2020-01-24 : 0.187660
hCoV-19/Taiwan/4/2020|EPI ISL 411927|2020-01-28 : 0.187731
hCoV-19/South Korea/KCDC03/2020|EPI ISL 407193|2020-01-25: 0.186947
hCoV-19/Jiangsu/JS01/2020|EPI ISL 411950|2020-01-23 : 0.187353
hCoV-19/Jiangsu/JS03/2020|EPI ISL 411953|2020-01-24 : 0.187536
hCoV-19/Jiangsu/JS02/2020|EPI ISL 411952|2020-01-24 : 0.187118
hCoV-19/USA/CA7/2020|EPI ISL 411954|2020-02-06 : 0.187521
hCoV-19/USA/CA8/2020|EPI ISL 411955|2020-02-10 : 0.187703
hCoV-19/USA/TX1/2020|EPI ISL 411956|2020-02-11 : 0.187366
hCoV-19/Sweden/01/2020|EPI ISL 411951|2020-02-07 : 0.187084
hCoV-19/China/WH-09/2020|EPI ISL 411957|2020-01-08 : 0.187634
hCoV-19/Hefei/2/2020|EPI ISL 412026|2020-02-23 : 0.187624
hCoV-19/Hong Kong/VM20001061/2020|EPI ISL 412028|2020-01-22: 0.189748
hCoV-19/Vietnam/VR03-38142/2020|EPI ISL 408668|2020-01-24 : 0.186792
hCoV-19/Jingzhou/HBCDC-HB-01/2020|EPI ISL 412459|2020-01-08 : 0.187065
hCoV-19/USA/CA9/2020|EPI ISL 412862|2020-02-23 : 0.187679
hCoV-19/Wuhan/HBCDC-HB-02/2019|EPI ISL 412898|2019-12-30 : 0.187842
hCoV-19/Wuhan/HBCDC-HB-03/2019|EPI ISL 412899|2019-12-30 : 0.187868
hCoV-19/Germany/Baden-Wuerttemberg-1/2020|EPI ISL 412912|202: 0.186860
hCoV-19/China/IQTC01/2020|EPI ISL 412966|2020-02-05 : 0.187248
hCoV-19/China/IQTC02/2020|EPI ISL 412967|2020-01-29 : 0.186922
hCoV-19/Japan/Hu DP Kng 19-020/2020|EPI ISL 412968|2020-02-1: 0.187297
hCoV-19/Japan/Hu DP Kng 19-027/2020|EPI ISL 412969|2020-02-1: 0.187128
hCoV-19/Finland/FIN-25/2020|EPI ISL 412971|2020-02-25 : 0.187009
hCoV-19/USA/WA2/2020|EPI ISL 412970|2020-02-24 : 0.189877
hCoV-19/Italy/CDG1/2020|EPI ISL 412973|2020-02-20 : 0.189578
hCoV-19/Mexico/CDMX/InDRE 01/2020|EPI ISL 412972|2020-02-27 : 0.189668
hCoV-19/Italy/SPL1/2020|EPI ISL 412974|2020-01-29 : 0.187423
hCoV-19/Australia/NSW05/2020|EPI ISL 412975|2020-02-28 : 0.187322
hCoV-19/Wuhan/HBCDC-HB-02/2020|EPI ISL 412978|2020-01-17 : 0.187425
hCoV-19/Wuhan/HBCDC-HB-03/2020|EPI ISL 412979|2020-01-18 : 0.187740
hCoV-19/Wuhan/HBCDC-HB-04/2020|EPI ISL 412980|2020-01-18 : 0.187177
hCoV-19/Wuhan/HBCDC-HB-05/2020|EPI ISL 412981|2020-01-18 : 0.186504
hCoV-19/Wuhan/HBCDC-HB-06/2020|EPI ISL 412982|2020-02-07 : 0.187136
hCoV-19/Tianmen/HBCDC-HB-07/2020|EPI ISL 412983|2020-02-08 : 0.185147
hCoV-19/Canada/ON-PHL2445/2020|EPI ISL 413014|2020-01-25 : 0.187129
hCoV-19/Switzerland/1000477102/2020|EPI ISL 413019|2020-02-2: 0.186769
hCoV-19/Switzerland/1000477377/2020|EPI ISL 413020|2020-02-2: 0.189194
hCoV-19/Switzerland/1000477757/2020|EPI ISL 413021|2020-02-2: 0.186805
hCoV-19/Switzerland/1000477796/2020|EPI ISL 413022|2020-02-2: 0.187021
hCoV-19/Switzerland/1000477797/2020|EPI ISL 413023|2020-02-2: 0.187201
hCoV-19/Switzerland/1000477806/2020|EPI ISL 413024|2020-02-2: 0.186999
hCoV-19/Australia/NSW06/2020|EPI ISL 413213|2020-02-29 : 0.187294
hCoV-19/Australia/NSW07/2020|EPI ISL 413214|2020-02-29 : 0.187348
hCoV-19/USA/WA-S2/2020|EPI ISL 413456|2020-02-20 : 0.189889
hCoV-19/Canada/ON-VIDO-01/2020|EPI ISL 413015|2020-01-23 : 0.186956
hCoV-19/Japan/TK/20-31-3/2020|EPI ISL 413459|2020-02-20 : 0.186646
hCoV-19/Anhui/SZ005/2020|EPI ISL 413485|2020-01-24 : 0.186692
hCoV-19/New Zealand/01/2020|EPI ISL 413490|2020-02-27: 0.189216
hCoV-19/Italy/UniSR1/2020|EPI ISL 413489|2020-03-03 : 0.189373
hCoV-19/Australia/VIC01/2020|EPI ISL 406844|2020-01-25 : 0.186837
hCoV-19/France/IDF0626/2020|EPI ISL 408431|2020-01-29 : 0.187635
hCoV-19/Taiwan/NTU02/2020|EPI ISL 410218|2020-02-05 : 0.187528
hCoV-19/Wuhan/WH01/2019|EPI ISL 406798|2019-12-26 : 0.187312
hCoV-19/India/1-27/2020|EPI ISL 413522|2020-01-27 : 0.186942
hCoV-19/India/1-31/2020|EPI ISL 413523|2020-01-31 : 0.187444
hCoV-19/Wales/PHW1/2020|EPI ISL 413555|2020-02-27 : 0.187432
hCoV-19/Wales/PHW2/2020|EPI ISL 413556|2020-03-04 : 0.188819
hCoV-19/USA/CA-CDPH-UC2/2020|EPI ISL 413558|2020-02-27 : 0.189362
hCoV-19/USA/CA-CDPH-UC3/2020|EPI ISL 413559|2020-02-27 : 0.189335
hCoV-19/USA/WA-S3/2020|EPI ISL 413560|2020-02-28 : 0.189838
hCoV-19/USA/CA-CDPH-UC4/2020|EPI ISL 413561|2020-02-27 : 0.188894
hCoV-19/Beijing/235/2020|EPI ISL 413521|2020-01-28 : 0.187743
hCoV-19/Beijing/233/2020|EPI ISL 413520|2020-01-28 : 0.187639
hCoV-19/Beijing/231/2020|EPI ISL 413519|2020-01-28 : 0.187769
hCoV-19/Beijing/105/2020|EPI ISL 413518|2020-01-26 : 0.187617
hCoV-19/Netherlands/Haarlem 1363688/2020|EPI ISL 413572|2020: 0.186878
hCoV-19/Netherlands/Blaricum 1364780/2020|EPI ISL 413566|202: 0.186966
hCoV-19/Netherlands/Hardinxveld Giessendam 1364806/2020|EPI : 0.186747
hCoV-19/Netherlands/Naarden 1364774/2020|EPI ISL 413577|2020: 0.187492
hCoV-19/Netherlands/Utrecht 1364066/2020|EPI ISL 413590|2020: 0.187418
hCoV-19/Netherlands/Zeewolde 1365080/2020|EPI ISL 413591|202: 0.187091
hCoV-19/Netherlands/Utrecht 1363628/2020|EPI ISL 413589|2020: 0.186700
hCoV-19/Netherlands/Nootdorp 1364222/2020|EPI ISL 413579|202: 0.187135
hCoV-19/Netherlands/Oisterwijk 1364072/2020|EPI ISL 413580|2: 0.187300
hCoV-19/Netherlands/Tilburg 1364286/2020|EPI ISL 413587|2020: 0.187016
hCoV-19/Netherlands/Oss 1363500/2020|EPI ISL 413581|2020-02-: 0.187284
hCoV-19/Netherlands/Rotterdam 1363790/2020|EPI ISL 413582|20: 0.187242
hCoV-19/Netherlands/Rotterdam 1364040/2020|EPI ISL 413583|20: 0.187396
hCoV-19/Netherlands/Rotterdam 1364740/2020|EPI ISL 413584|20: 0.187038
hCoV-19/USA/CA-CDPH-UC1/2020|EPI ISL 413557|2020 : 0.189326
hCoV-19/Australia/NSW08/2020|EPI ISL 413594|2020-02-28 : 0.187412
hCoV-19/Australia/NSW10/2020|EPI ISL 413596|2020-02-28 : 0.187335
hCoV-19/Australia/NSW11/2020|EPI ISL 413597|2020-03-02 : 0.187270
hCoV-19/Australia/NSW12/2020|EPI ISL 413598|2020-03-04 : 0.187694
hCoV-19/Australia/NSW13/2020|EPI ISL 413599|2020-03-04 : 0.186723
hCoV-19/Australia/NSW09/2020|EPI ISL 413595|2020-02-28 : 0.187694
hCoV-19/Australia/NSW14/2020|EPI ISL 413600|2020-03-03 : 0.187164
hCoV-19/Finland/FIN03032020C/2020|EPI ISL 413604|2020-03-03 : 0.189485
hCoV-19/Finland/FIN03032020B/2020|EPI ISL 413603|2020-03-03 : 0.186900
hCoV-19/Finland/FIN03032020A/2020|EPI ISL 413602|2020-03-03 : 0.187045
hCoV-19/Finland/FIN01032020/2020|EPI ISL 413605|2020-03-01 : 0.187668
hCoV-19/USA/CruiseA-1/2020|EPI ISL 413606|2020-02-17 : 0.187432
hCoV-19/USA/CruiseA-2/2020|EPI ISL 413607|2020-02-18 : 0.187409
hCoV-19/USA/CruiseA-3/2020|EPI ISL 413608|2020-02-18 : 0.187694
hCoV-19/USA/CruiseA-4/2020|EPI ISL 413609|2020-02-21 : 0.187407
hCoV-19/USA/CruiseA-5/2020|EPI ISL 413610|2020-02-21 : 0.187590
hCoV-19/USA/CruiseA-6/2020|EPI ISL 413611|2020-02-21 : 0.187537
hCoV-19/USA/CruiseA-7/2020|EPI ISL 413612|2020-02-17 : 0.187511
hCoV-19/USA/CruiseA-8/2020|EPI ISL 413613|2020-02-17 : 0.187537
hCoV-19/USA/CruiseA-9/2020|EPI ISL 413614|2020-02-17 : 0.187615
hCoV-19/USA/CruiseA-10/2020|EPI ISL 413615|2020-02-17 : 0.187487
hCoV-19/USA/CruiseA-11/2020|EPI ISL 413616|2020-02-17 : 0.187511
hCoV-19/USA/CruiseA-12/2020|EPI ISL 413617|2020-02-20 : 0.187485
hCoV-19/USA/CruiseA-13/2020|EPI ISL 413618|2020-02-20 : 0.187693
hCoV-19/USA/CruiseA-14/2020|EPI ISL 413619|2020-02-25 : 0.187273
hCoV-19/USA/CruiseA-15/2020|EPI ISL 413620|2020-02-18 : 0.187495
hCoV-19/USA/CruiseA-16/2020|EPI ISL 413621|2020-02-18 : 0.187694
hCoV-19/USA/CruiseA-17/2020|EPI ISL 413622|2020-02-24 : 0.187487
hCoV-19/Luxembourg/Lux1/2020|EPI ISL 413593|2020-02-29 : 0.187214
hCoV-19/USA/CruiseA-18/2020|EPI ISL 413623|2020-02-24 : 0.187353
hCoV-19/Portugal/CV63/2020|EPI ISL 413648|2020-03-01 : 0.189315
hCoV-19/Portugal/CV62/2020|EPI ISL 413647|2020-03-01 : 0.189371
hCoV-19/USA/UC-CDPH-UC11/2020|EPI ISL 413931|2020-03-05 : 0.189602
hCoV-19/USA/CA-CDPH-UC9/2020|EPI ISL 413928|2020-03-05 : 0.189501
hCoV-19/USA/CA-CDPH-UC6/2020|EPI ISL 413924|2020-03-05 : 0.188761
hCoV-19/USA/CA-CDPH-UC7/2020|EPI ISL 413925|2020-03-05 : 0.189196
hCoV-19/Switzerland/GE3895/2020|EPI ISL 413997|2020-02-26 : 0.189233
hCoV-19/Switzerland/AG0361/2020|EPI ISL 413999|2020-02-27 : 0.187031
hCoV-19/Brazil/SPBR-02/2020|EPI ISL 413016|2020-02-28 : 0.189374
hCoV-19/Switzerland/VD5615/2020|EPI ISL 414023|2020-03-01 : 0.187498
hCoV-19/Switzerland/GE9586/2020|EPI ISL 414022|2020-02-27 : 0.187576
hCoV-19/Switzerland/BL0902/2020|EPI ISL 414021|2020-02-27 : 0.187308
hCoV-19/Switzerland/GE5373/2020|EPI ISL 414020|2020-02-27 : 0.187599
hCoV-19/Switzerland/GE3121/2020|EPI ISL 414019|2020-02-27 : 0.187547
hCoV-19/England/200940527/2020|EPI ISL 414005|2020-02-25 : 0.189408
hCoV-19/England/200990724/2020|EPI ISL 414006|2020-02-28 : 0.189764
hCoV-19/England/200990725/2020|EPI ISL 414007|2020-02-28 : 0.189763
hCoV-19/England/200960041/2020|EPI ISL 414008|2020-02-27 : 0.188676
hCoV-19/England/200960515/2020|EPI ISL 414009|2020-02-25 : 0.189549
hCoV-19/Brazil/SPBR-04/2020|EPI ISL 414017|2020-03-04 : 0.180041
hCoV-19/England/200981386/2020|EPI ISL 414010|2020-02-26 : 0.186590
hCoV-19/England/200990006/2020|EPI ISL 414011|2020-02-26 : 0.189549
hCoV-19/Brazil/SPBR-06/2020|EPI ISL 414015|2020-02-29 : 0.180438
hCoV-19/England/200990723/2020|EPI ISL 414012|2020-02-27 : 0.189576
hCoV-19/England/201000003/2020|EPI ISL 414013|2020-03-01 : 0.189096
hCoV-19/Brazil/SPBR-03/2020|EPI ISL 414014|2020-03-02 : 0.187285
hCoV-19/Brazil/SPBR-05/2020|EPI ISL 414016|2020-02-29 : 0.187767
hCoV-19/Switzerland/TI9486/2020|EPI ISL 413996|2020-02-24 : 0.187497
hCoV-19/China/WF0001/2020|EPI ISL 413691|2020-01 : 0.187986
hCoV-19/China/WF0002/2020|EPI ISL 413692|2020-01 : 0.187731
hCoV-19/China/WF0003/2020|EPI ISL 413693|2020-01 : 0.187438
hCoV-19/China/WF0004/2020|EPI ISL 413694|2020-01 : 0.187705
hCoV-19/China/WF0012/2020|EPI ISL 413697|2020-02 : 0.187856
hCoV-19/China/WF0014/2020|EPI ISL 413711|2020-02 : 0.187684
hCoV-19/China/WF0015/2020|EPI ISL 413729|2020-02 : 0.187542
hCoV-19/China/WF0018/2020|EPI ISL 413748|2020-02 : 0.187727
hCoV-19/China/WF0019/2020|EPI ISL 413749|2020-02 : 0.187781
hCoV-19/China/WF0020/2020|EPI ISL 413750|2020-02 : 0.187731
hCoV-19/China/WF0021/2020|EPI ISL 413751|2020-02 : 0.187865
hCoV-19/China/WF0024/2020|EPI ISL 413753|2020-02 : 0.187161
hCoV-19/China/WF0026/2020|EPI ISL 413761|2020-02 : 0.187908
hCoV-19/China/WF0028/2020|EPI ISL 413791|2020-02 : 0.187678
hCoV-19/China/WF0029/2020|EPI ISL 413809|2020-02 : 0.187752
hCoV-19/China/WF0006/2020|EPI ISL 413695|2020-01 : 0.177964
hCoV-19/China/WF0009/2020|EPI ISL 413696|2020-01 : 0.161400
hCoV-19/China/WF0017/2020|EPI ISL 413747|2020-02 : 0.175843
hCoV-19/China/WF0023/2020|EPI ISL 413752|2020-02 : 0.182345
hCoV-19/Guangdong/GD2020087-P0008/2020|EPI ISL 413863|2020-0: 0.189195
hCoV-19/Guangdong/GD2020086-P0021/2020|EPI ISL 413862|2020-0: 0.188856
hCoV-19/Guangdong/GD2020080-P0010/2020|EPI ISL 413861|2020-0: 0.189109
hCoV-19/Guangdong/2020XN4273-P0036/2020|EPI ISL 413860|2020-: 0.189150
hCoV-19/Guangdong/2020XN4459-P0041/2020|EPI ISL 413858|2020-: 0.189356
hCoV-19/Guangdong/2020XN4448-P0002/2020|EPI ISL 413857|2020-: 0.188940
hCoV-19/Guangdong/GD2020233-P0027/2020|EPI ISL 413856|2020-0: 0.188638
hCoV-19/Guangdong/2020XN4475-P0042/2020|EPI ISL 413854|2020-: 0.189282
hCoV-19/Guangdong/2020XN4243-P0035/2020|EPI ISL 413853|2020-: 0.189203
hCoV-19/Guangdong/2020XN4433-P0040/2020|EPI ISL 413852|2020-: 0.187469
hCoV-19/Guangdong/GDFS2020052-P0025/2020|EPI ISL 413875|2020: 0.187762
hCoV-19/Guangdong/GD2020115-P0009/2020|EPI ISL 413884|2020-0: 0.188010
hCoV-19/USA/CA-CDPH-UC5/2020|EPI ISL 413922|2020-03-05 : 0.183747
hCoV-19/USA/CA-CDPH-UC8/2020|EPI ISL 413926|2020-03-05 : 0.181208
hCoV-19/Guangdong/SZ-N59-P0049/2020|EPI ISL 413872|2020-02-2: 0.186538
hCoV-19/Guangdong/GDFS2020127-P0026/2020|EPI ISL 413874|2020: 0.186440
hCoV-19/Guangdong/GD2020139-P0007/2020|EPI ISL 413882|2020-0: 0.186747
hCoV-19/Guangdong/2020XN4239-P0034/2020|EPI ISL 413888|2020-: 0.187457
hCoV-19/Guangdong/2020XN4291-P0038/2020|EPI ISL 413889|2020-: 0.186969
hCoV-19/Guangdong/GDSZ202008-P0020/2020|EPI ISL 413866|2020-: 0.187114
hCoV-19/Guangdong/GDFS2020054-P0005/2020|EPI ISL 413850|2020: 0.177480
hCoV-19/Guangdong/2020XN4276-P0037/2020|EPI ISL 413859|2020-: 0.178868
hCoV-19/Guangdong/FS-S42-P0046/2020|EPI ISL 413869|2020-02-2: 0.186620
hCoV-19/Guangdong/GD2020234-P0023/2020|EPI ISL 413855|2020-0: 0.187154
hCoV-19/Guangdong/GD2020246-P0028/2020|EPI ISL 413864|2020-0: 0.189116
hCoV-19/Guangdong/GDSZ202015-P0019/2020|EPI ISL 413867|2020-: 0.187031
hCoV-19/Guangdong/2020XN4373-P0039/2020|EPI ISL 413851|2020-: 0.186898
hCoV-19/Netherlands/Tilburg /2020|EPI ISL 413585|2020 : 0.188011
hCoV-19/Netherlands/Tilburg 1363354/2020|EPI ISL 413586|2020: 0.186752
hCoV-19/Netherlands/Nieuwendijk 1363582/2020|EPI ISL 413578|: 0.187181
hCoV-19/Netherlands/Loon op zand 1363512/2020|EPI ISL 413576: 0.189288
hCoV-19/NetherlandsL/Houten 1363498/2020|EPI ISL 413575|2020: 0.188909
hCoV-19/Netherlands/Eindhoven 1363782/2020|EPI ISL 413571|20: 0.189056
hCoV-19/Netherlands/Delft 1363424/2020|EPI ISL 413569|2020-0: 0.189036
hCoV-19/Netherlands/Dalen 1363624/2020|EPI ISL 413568|2020-0: 0.189311
hCoV-19/Netherlands/Helmond 1363548/2020|EPI ISL 413574|2020: 0.189052
hCoV-19/Netherlands/Coevorden 1363618/2020|EPI ISL 413567|20: 0.189307
hCoV-19/Netherlands/Berlicum 1363564/2020|EPI ISL 413565|202: 0.185759
hCoV-19/Netherlands/Diemen 1363454/2020|EPI ISL 413570|2020-: 0.188931
hCoV-19/Netherlands/Andel 1365066/2020|EPI ISL 413564|2020-0: 0.189283
hCoV-19/Netherlands/Utrecht 1363564/2020|EPI ISL 413588|2020: 0.189029
hCoV-19/Nigeria/Lagos01/2020|EPI ISL 413550|2020-02-27 : 0.186812
hCoV-19/England/200641094/2020|EPI ISL 414040|2020-02-05 : 0.188956
hCoV-19/England/200690245/2020|EPI ISL 414041|2020-02-08 : 0.189156
hCoV-19/England/200690300/2020|EPI ISL 414042|2020-02-08 : 0.189930
hCoV-19/England/200690306/2020|EPI ISL 414043|2020-02-07 : 0.189128
hCoV-19/England/200690756/2020|EPI ISL 414044|2020-02-08 : 0.188704
hCoV-19/Taiwan/NTU03/2020|EPI ISL 413592|2020-03-02 : 0.186948
hCoV-19/Guangdong/FS-S50-P0053/2020|EPI ISL 413893|2020-02-2: 0.185345
hCoV-19/Guangdong/JM-S1-P0062/2020|EPI ISL 413902|2020-02-28: 0.184255
hCoV-19/Guangdong/GD2020085-P0043/2020|EPI ISL 413887|2020-0: 0.154145
hCoV-19/Guangdong/GD2020016-P0011/2020|EPI ISL 413885|2020-0: 0.171177
hCoV-19/Guangdong/GD2020012-P0022/2020|EPI ISL 413886|2020-0: 0.170994
hCoV-19/Guangdong/DG-S6-P0055/2020|EPI ISL 413895|2020-02-28: 0.167163
hCoV-19/Guangdong/ZQ-S2-P0061/2020|EPI ISL 413901|2020-02-28: 0.163027
hCoV-19/Guangdong/FS-S34-P0015/2020|EPI ISL 413890|2020-02-2: 0.171329
hCoV-19/Guangdong/FS-S29-P0051/2020|EPI ISL 413891|2020-02-2: 0.171438
