hCoV-19/Wuhan/WIV06/2019|EPI ISL 402129|2019-12-30 : 0.184521
hCoV-19/Australia/NSW05/2020|EPI ISL 412975|2020-02-28 : 0.184046
hCoV-19/Wuhan/HBCDC-HB-02/2020|EPI ISL 412978|2020-01-17 : 0.184428
hCoV-19/Wuhan/HBCDC-HB-03/2020|EPI ISL 412979|2020-01-18 : 0.184511
hCoV-19/Wuhan/HBCDC-HB-04/2020|EPI ISL 412980|2020-01-18 : 0.184202
hCoV-19/Wuhan/HBCDC-HB-05/2020|EPI ISL 412981|2020-01-18 : 0.183559
hCoV-19/Wuhan/HBCDC-HB-06/2020|EPI ISL 412982|2020-02-07 : 0.183803
hCoV-19/Tianmen/HBCDC-HB-07/2020|EPI ISL 412983|2020-02-08 : 0.182733
hCoV-19/Canada/ON-PHL2445/2020|EPI ISL 413014|2020-01-25 : 0.183920
hCoV-19/Switzerland/1000477102/2020|EPI ISL 413019|2020-02-2: 0.183792
hCoV-19/Switzerland/1000477377/2020|EPI ISL 413020|2020-02-2: 0.185490
hCoV-19/Switzerland/1000477757/2020|EPI ISL 413021|2020-02-2: 0.183605
hCoV-19/Switzerland/1000477796/2020|EPI ISL 413022|2020-02-2: 0.184074
hCoV-19/Switzerland/1000477797/2020|EPI ISL 413023|2020-02-2: 0.183871
hCoV-19/Switzerland/1000477806/2020|EPI ISL 413024|2020-02-2: 0.183759
hCoV-19/Australia/NSW06/2020|EPI ISL 413213|2020-02-29 : 0.183965
hCoV-19/Australia/NSW07/2020|EPI ISL 413214|2020-02-29 : 0.184073
hCoV-19/USA/WA-S2/2020|EPI ISL 413456|2020-02-20 : 0.186089
hCoV-19/Canada/ON-VIDO-01/2020|EPI ISL 413015|2020-01-23 : 0.183630
hCoV-19/Japan/TK/20-31-3/2020|EPI ISL 413459|2020-02-20 : 0.183666
hCoV-19/Anhui/SZ005/2020|EPI ISL 413485|2020-01-24 : 0.183814
hCoV-19/New Zealand/01/2020|EPI ISL 413490|2020-02-27: 0.185587
hCoV-19/Italy/UniSR1/2020|EPI ISL 413489|2020-03-03 : 0.185285
hCoV-19/Australia/VIC01/2020|EPI ISL 406844|2020-01-25 : 0.183787
hCoV-19/France/IDF0626/2020|EPI ISL 408431|2020-01-29 : 0.184354
hCoV-19/Taiwan/NTU02/2020|EPI ISL 410218|2020-02-05 : 0.184500
hCoV-19/Wuhan/WH01/2019|EPI ISL 406798|2019-12-26 : 0.184351
hCoV-19/India/1-27/2020|EPI ISL 413522|2020-01-27 : 0.184002
hCoV-19/India/1-31/2020|EPI ISL 413523|2020-01-31 : 0.184122
hCoV-19/Wales/PHW1/2020|EPI ISL 413555|2020-02-27 : 0.184136
hCoV-19/Wales/PHW2/2020|EPI ISL 413556|2020-03-04 : 0.185017
hCoV-19/USA/CA-CDPH-UC2/2020|EPI ISL 413558|2020-02-27 : 0.185507
hCoV-19/USA/CA-CDPH-UC3/2020|EPI ISL 413559|2020-02-27 : 0.185555
hCoV-19/USA/WA-S3/2020|EPI ISL 413560|2020-02-28 : 0.186074
hCoV-19/USA/CA-CDPH-UC4/2020|EPI ISL 413561|2020-02-27 : 0.185418
hCoV-19/Beijing/235/2020|EPI ISL 413521|2020-01-28 : 0.184642
hCoV-19/Beijing/233/2020|EPI ISL 413520|2020-01-28 : 0.184535
hCoV-19/Beijing/231/2020|EPI ISL 413519|2020-01-28 : 0.184642
hCoV-19/Beijing/105/2020|EPI ISL 413518|2020-01-26 : 0.184540
hCoV-19/Netherlands/Haarlem 1363688/2020|EPI ISL 413572|2020: 0.183740
hCoV-19/Netherlands/Blaricum 1364780/2020|EPI ISL 413566|202: 0.183959
hCoV-19/Netherlands/Hardinxveld Giessendam 1364806/2020|EPI : 0.183459
hCoV-19/Netherlands/Naarden 1364774/2020|EPI ISL 413577|2020: 0.184183
hCoV-19/Netherlands/Utrecht 1364066/2020|EPI ISL 413590|2020: 0.184134
hCoV-19/Netherlands/Zeewolde 1365080/2020|EPI ISL 413591|202: 0.184064
hCoV-19/Netherlands/Utrecht 1363628/2020|EPI ISL 413589|2020: 0.183765
hCoV-19/Netherlands/Nootdorp 1364222/2020|EPI ISL 413579|202: 0.184009
hCoV-19/Netherlands/Oisterwijk 1364072/2020|EPI ISL 413580|2: 0.183989
hCoV-19/Netherlands/Tilburg 1364286/2020|EPI ISL 413587|2020: 0.184051
hCoV-19/Netherlands/Oss 1363500/2020|EPI ISL 413581|2020-02-: 0.183290
hCoV-19/Netherlands/Rotterdam 1363790/2020|EPI ISL 413582|20: 0.183906
hCoV-19/Netherlands/Rotterdam 1364040/2020|EPI ISL 413583|20: 0.184111
hCoV-19/Netherlands/Rotterdam 1364740/2020|EPI ISL 413584|20: 0.183955
hCoV-19/USA/CA-CDPH-UC1/2020|EPI ISL 413557|2020 : 0.185446
hCoV-19/Australia/NSW08/2020|EPI ISL 413594|2020-02-28 : 0.184186
hCoV-19/Australia/NSW10/2020|EPI ISL 413596|2020-02-28 : 0.184110
hCoV-19/Australia/NSW11/2020|EPI ISL 413597|2020-03-02 : 0.184041
hCoV-19/Australia/NSW12/2020|EPI ISL 413598|2020-03-04 : 0.184445
hCoV-19/Australia/NSW13/2020|EPI ISL 413599|2020-03-04 : 0.183616
hCoV-19/Australia/NSW09/2020|EPI ISL 413595|2020-02-28 : 0.184445
hCoV-19/Australia/NSW14/2020|EPI ISL 413600|2020-03-03 : 0.183958
hCoV-19/Finland/FIN03032020C/2020|EPI ISL 413604|2020-03-03 : 0.185400
hCoV-19/Finland/FIN03032020B/2020|EPI ISL 413603|2020-03-03 : 0.183934
hCoV-19/Finland/FIN03032020A/2020|EPI ISL 413602|2020-03-03 : 0.183907
hCoV-19/Finland/FIN01032020/2020|EPI ISL 413605|2020-03-01 : 0.183682
hCoV-19/USA/CruiseA-1/2020|EPI ISL 413606|2020-02-17 : 0.184295
hCoV-19/USA/CruiseA-2/2020|EPI ISL 413607|2020-02-18 : 0.184273
hCoV-19/USA/CruiseA-3/2020|EPI ISL 413608|2020-02-18 : 0.184563
hCoV-19/USA/CruiseA-4/2020|EPI ISL 413609|2020-02-21 : 0.184297
hCoV-19/USA/CruiseA-5/2020|EPI ISL 413610|2020-02-21 : 0.184457
hCoV-19/USA/CruiseA-6/2020|EPI ISL 413611|2020-02-21 : 0.184457
hCoV-19/USA/CruiseA-7/2020|EPI ISL 413612|2020-02-17 : 0.184431
hCoV-19/USA/CruiseA-8/2020|EPI ISL 413613|2020-02-17 : 0.184375
hCoV-19/USA/CruiseA-9/2020|EPI ISL 413614|2020-02-17 : 0.184483
hCoV-19/USA/CruiseA-10/2020|EPI ISL 413615|2020-02-17 : 0.184353
hCoV-19/USA/CruiseA-11/2020|EPI ISL 413616|2020-02-17 : 0.184404
hCoV-19/USA/CruiseA-12/2020|EPI ISL 413617|2020-02-20 : 0.184351
hCoV-19/USA/CruiseA-13/2020|EPI ISL 413618|2020-02-20 : 0.184563
hCoV-19/USA/CruiseA-14/2020|EPI ISL 413619|2020-02-25 : 0.184191
hCoV-19/USA/CruiseA-15/2020|EPI ISL 413620|2020-02-18 : 0.184415
hCoV-19/USA/CruiseA-16/2020|EPI ISL 413621|2020-02-18 : 0.184537
hCoV-19/USA/CruiseA-17/2020|EPI ISL 413622|2020-02-24 : 0.184353
hCoV-19/Luxembourg/Lux1/2020|EPI ISL 413593|2020-02-29 : 0.184115
hCoV-19/USA/CruiseA-18/2020|EPI ISL 413623|2020-02-24 : 0.184218
hCoV-19/Portugal/CV63/2020|EPI ISL 413648|2020-03-01 : 0.185597
hCoV-19/Portugal/CV62/2020|EPI ISL 413647|2020-03-01 : 0.185705
hCoV-19/USA/UC-CDPH-UC11/2020|EPI ISL 413931|2020-03-05 : 0.185707
hCoV-19/USA/CA-CDPH-UC9/2020|EPI ISL 413928|2020-03-05 : 0.185580
hCoV-19/USA/CA-CDPH-UC6/2020|EPI ISL 413924|2020-03-05 : 0.186474
hCoV-19/USA/CA-CDPH-UC7/2020|EPI ISL 413925|2020-03-05 : 0.185583
hCoV-19/Switzerland/GE3895/2020|EPI ISL 413997|2020-02-26 : 0.185656
hCoV-19/Switzerland/AG0361/2020|EPI ISL 413999|2020-02-27 : 0.183901
hCoV-19/Brazil/SPBR-02/2020|EPI ISL 413016|2020-02-28 : 0.185826
hCoV-19/Switzerland/VD5615/2020|EPI ISL 414023|2020-03-01 : 0.184456
hCoV-19/Switzerland/GE9586/2020|EPI ISL 414022|2020-02-27 : 0.184286
hCoV-19/Switzerland/BL0902/2020|EPI ISL 414021|2020-02-27 : 0.184239
hCoV-19/Switzerland/GE5373/2020|EPI ISL 414020|2020-02-27 : 0.184055
hCoV-19/Switzerland/GE3121/2020|EPI ISL 414019|2020-02-27 : 0.184412
hCoV-19/England/200940527/2020|EPI ISL 414005|2020-02-25 : 0.185534
hCoV-19/England/200990724/2020|EPI ISL 414006|2020-02-28 : 0.185816
hCoV-19/England/200990725/2020|EPI ISL 414007|2020-02-28 : 0.185868
hCoV-19/England/200960041/2020|EPI ISL 414008|2020-02-27 : 0.185282
hCoV-19/England/200960515/2020|EPI ISL 414009|2020-02-25 : 0.185675
hCoV-19/Brazil/SPBR-04/2020|EPI ISL 414017|2020-03-04 : 0.177411
hCoV-19/England/200981386/2020|EPI ISL 414010|2020-02-26 : 0.183885
hCoV-19/England/200990006/2020|EPI ISL 414011|2020-02-26 : 0.185672
hCoV-19/Brazil/SPBR-06/2020|EPI ISL 414015|2020-02-29 : 0.179282
hCoV-19/England/200990723/2020|EPI ISL 414012|2020-02-27 : 0.185587
hCoV-19/England/201000003/2020|EPI ISL 414013|2020-03-01 : 0.185151
hCoV-19/Brazil/SPBR-03/2020|EPI ISL 414014|2020-03-02 : 0.183132
hCoV-19/Brazil/SPBR-05/2020|EPI ISL 414016|2020-02-29 : 0.184378
hCoV-19/Switzerland/TI9486/2020|EPI ISL 413996|2020-02-24 : 0.184292
hCoV-19/China/WF0001/2020|EPI ISL 413691|2020-01 : 0.184682
hCoV-19/China/WF0002/2020|EPI ISL 413692|2020-01 : 0.184822
hCoV-19/China/WF0003/2020|EPI ISL 413693|2020-01 : 0.184580
hCoV-19/China/WF0004/2020|EPI ISL 413694|2020-01 : 0.184797
hCoV-19/China/WF0012/2020|EPI ISL 413697|2020-02 : 0.184792
hCoV-19/China/WF0014/2020|EPI ISL 413711|2020-02 : 0.184424
hCoV-19/China/WF0015/2020|EPI ISL 413729|2020-02 : 0.184458
hCoV-19/China/WF0018/2020|EPI ISL 413748|2020-02 : 0.184591
hCoV-19/China/WF0019/2020|EPI ISL 413749|2020-02 : 0.184533
hCoV-19/China/WF0020/2020|EPI ISL 413750|2020-02 : 0.184661
hCoV-19/China/WF0021/2020|EPI ISL 413751|2020-02 : 0.184535
hCoV-19/China/WF0024/2020|EPI ISL 413753|2020-02 : 0.184194
hCoV-19/China/WF0026/2020|EPI ISL 413761|2020-02 : 0.184844
hCoV-19/China/WF0028/2020|EPI ISL 413791|2020-02 : 0.184215
hCoV-19/China/WF0029/2020|EPI ISL 413809|2020-02 : 0.184691
hCoV-19/China/WF0006/2020|EPI ISL 413695|2020-01 : 0.174615
hCoV-19/China/WF0009/2020|EPI ISL 413696|2020-01 : 0.157408
hCoV-19/China/WF0017/2020|EPI ISL 413747|2020-02 : 0.172143
hCoV-19/China/WF0023/2020|EPI ISL 413752|2020-02 : 0.178996
hCoV-19/Guangdong/GD2020087-P0008/2020|EPI ISL 413863|2020-0: 0.185440
hCoV-19/Guangdong/GD2020086-P0021/2020|EPI ISL 413862|2020-0: 0.185148
hCoV-19/Guangdong/GD2020080-P0010/2020|EPI ISL 413861|2020-0: 0.185668
hCoV-19/Guangdong/2020XN4273-P0036/2020|EPI ISL 413860|2020-: 0.185249
hCoV-19/Guangdong/2020XN4459-P0041/2020|EPI ISL 413858|2020-: 0.185447
hCoV-19/Guangdong/2020XN4448-P0002/2020|EPI ISL 413857|2020-: 0.185200
hCoV-19/Guangdong/GD2020233-P0027/2020|EPI ISL 413856|2020-0: 0.184745
hCoV-19/Guangdong/2020XN4475-P0042/2020|EPI ISL 413854|2020-: 0.185486
hCoV-19/Guangdong/2020XN4243-P0035/2020|EPI ISL 413853|2020-: 0.185381
hCoV-19/Guangdong/2020XN4433-P0040/2020|EPI ISL 413852|2020-: 0.184495
hCoV-19/Guangdong/GDFS2020052-P0025/2020|EPI ISL 413875|2020: 0.184601
hCoV-19/Guangdong/GD2020115-P0009/2020|EPI ISL 413884|2020-0: 0.184391
hCoV-19/USA/CA-CDPH-UC5/2020|EPI ISL 413922|2020-03-05 : 0.181104
hCoV-19/USA/CA-CDPH-UC8/2020|EPI ISL 413926|2020-03-05 : 0.179199
hCoV-19/Guangdong/SZ-N59-P0049/2020|EPI ISL 413872|2020-02-2: 0.182895
hCoV-19/Guangdong/GDFS2020127-P0026/2020|EPI ISL 413874|2020: 0.182516
hCoV-19/Guangdong/GD2020139-P0007/2020|EPI ISL 413882|2020-0: 0.183740
hCoV-19/Guangdong/2020XN4239-P0034/2020|EPI ISL 413888|2020-: 0.184004
hCoV-19/Guangdong/2020XN4291-P0038/2020|EPI ISL 413889|2020-: 0.183374
hCoV-19/Guangdong/GDSZ202008-P0020/2020|EPI ISL 413866|2020-: 0.184518
hCoV-19/Guangdong/GDFS2020054-P0005/2020|EPI ISL 413850|2020: 0.174766
hCoV-19/Guangdong/2020XN4276-P0037/2020|EPI ISL 413859|2020-: 0.175699
hCoV-19/Guangdong/FS-S42-P0046/2020|EPI ISL 413869|2020-02-2: 0.183239
hCoV-19/Guangdong/GD2020234-P0023/2020|EPI ISL 413855|2020-0: 0.183573
hCoV-19/Guangdong/GD2020246-P0028/2020|EPI ISL 413864|2020-0: 0.185584
hCoV-19/Guangdong/GDSZ202015-P0019/2020|EPI ISL 413867|2020-: 0.183255
hCoV-19/Guangdong/2020XN4373-P0039/2020|EPI ISL 413851|2020-: 0.183593
hCoV-19/Netherlands/Tilburg /2020|EPI ISL 413585|2020 : 0.184091
hCoV-19/Netherlands/Tilburg 1363354/2020|EPI ISL 413586|2020: 0.182828
hCoV-19/Netherlands/Nieuwendijk 1363582/2020|EPI ISL 413578|: 0.183264
hCoV-19/Netherlands/Loon op zand 1363512/2020|EPI ISL 413576: 0.185335
hCoV-19/NetherlandsL/Houten 1363498/2020|EPI ISL 413575|2020: 0.185178
hCoV-19/Netherlands/Eindhoven 1363782/2020|EPI ISL 413571|20: 0.185227
hCoV-19/Netherlands/Delft 1363424/2020|EPI ISL 413569|2020-0: 0.185252
hCoV-19/Netherlands/Dalen 1363624/2020|EPI ISL 413568|2020-0: 0.185511
hCoV-19/Netherlands/Helmond 1363548/2020|EPI ISL 413574|2020: 0.185272
hCoV-19/Netherlands/Coevorden 1363618/2020|EPI ISL 413567|20: 0.185337
hCoV-19/Netherlands/Berlicum 1363564/2020|EPI ISL 413565|202: 0.182020
hCoV-19/Netherlands/Diemen 1363454/2020|EPI ISL 413570|2020-: 0.185148
hCoV-19/Netherlands/Andel 1365066/2020|EPI ISL 413564|2020-0: 0.185482
hCoV-19/Netherlands/Utrecht 1363564/2020|EPI ISL 413588|2020: 0.185348
hCoV-19/Nigeria/Lagos01/2020|EPI ISL 413550|2020-02-27 : 0.182717
hCoV-19/England/200641094/2020|EPI ISL 414040|2020-02-05 : 0.185365
hCoV-19/England/200690245/2020|EPI ISL 414041|2020-02-08 : 0.185401
hCoV-19/England/200690300/2020|EPI ISL 414042|2020-02-08 : 0.187326
hCoV-19/England/200690306/2020|EPI ISL 414043|2020-02-07 : 0.185412
hCoV-19/England/200690756/2020|EPI ISL 414044|2020-02-08 : 0.185130
hCoV-19/Taiwan/NTU03/2020|EPI ISL 413592|2020-03-02 : 0.183524
hCoV-19/Guangdong/FS-S50-P0053/2020|EPI ISL 413893|2020-02-2: 0.183323
hCoV-19/Guangdong/JM-S1-P0062/2020|EPI ISL 413902|2020-02-28: 0.182172
hCoV-19/Guangdong/GD2020085-P0043/2020|EPI ISL 413887|2020-0: 0.154413
hCoV-19/Guangdong/GD2020016-P0011/2020|EPI ISL 413885|2020-0: 0.170800
hCoV-19/Guangdong/GD2020012-P0022/2020|EPI ISL 413886|2020-0: 0.170814
hCoV-19/Guangdong/DG-S6-P0055/2020|EPI ISL 413895|2020-02-28: 0.167200
hCoV-19/Guangdong/ZQ-S2-P0061/2020|EPI ISL 413901|2020-02-28: 0.162842
hCoV-19/Guangdong/FS-S34-P0015/2020|EPI ISL 413890|2020-02-2: 0.171184
hCoV-19/Guangdong/FS-S29-P0051/2020|EPI ISL 413891|2020-02-2: 0.170826
